date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:31:32	4289/4289	---M--	200	added ('OK')	image/png	etag:%22c1c439a-10c1-514a9e7878480%22	http://sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/assets/shadow1.png	C:/Users/HP/Desktop/company_project/sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/assets/shadow1.png	(from http://sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/css/settings84bb.css)
17:31:33	5661/5661	---M--	200	added ('OK')	image/png	etag:%22c1c439b-161d-514a9e7a60900%22	http://sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/assets/shadow2.png	C:/Users/HP/Desktop/company_project/sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/assets/shadow2.png	(from http://sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/css/settings84bb.css)
17:31:34	6428/6428	---M--	200	added ('OK')	image/png	etag:%22c1c439c-191c-514a9e7a60900%22	http://sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/assets/shadow3.png	C:/Users/HP/Desktop/company_project/sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/assets/shadow3.png	(from http://sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/css/settings84bb.css)
17:31:40	42935/42935	---M--	200	added ('OK')	image/png	etag:%22c1c43a6-a7b7-514a9f096da80%22	http://sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/images/gradient/g30.png	C:/Users/HP/Desktop/company_project/sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/images/gradient/g30.png	(from http://sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/css/settings84bb.css)
17:31:41	42464/42464	---M--	200	added ('OK')	image/png	etag:%22c1c43a7-a5e0-514a9f096da80%22	http://sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/images/gradient/g40.png	C:/Users/HP/Desktop/company_project/sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/images/gradient/g40.png	(from http://sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/css/settings84bb.css)
17:31:41	2746/2746	---M--	200	added ('OK')	image/png	etag:%22c1c438b-aba-514a9e6936080%22	http://sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/assets/boxed_bgtile.png	C:/Users/HP/Desktop/company_project/sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/assets/boxed_bgtile.png	(from http://sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/css/settings84bb.css)
17:31:41	149/149	---M--	200	added ('OK')	image/png	etag:%22c1c4399-95-514a9e7878480%22	http://sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/assets/navigdots_bgtile.png	C:/Users/HP/Desktop/company_project/sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/assets/navigdots_bgtile.png	(from http://sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/css/settings84bb.css)
17:31:42	2254/2254	---M--	200	added ('OK')	image/png	etag:%22c1c438c-8ce-514a9e6b1e500%22	http://sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/assets/bullet.png	C:/Users/HP/Desktop/company_project/sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/assets/bullet.png	(from http://sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/css/settings84bb.css)
17:31:42	1153/1153	---M--	200	added ('OK')	image/png	etag:%22c1c438e-481-514a9e6d06980%22	http://sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/assets/bullets.png	C:/Users/HP/Desktop/company_project/sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/assets/bullets.png	(from http://sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/css/settings84bb.css)
17:31:43	278/278	---M--	200	added ('OK')	image/png	etag:%22c1c438f-116-514a9e6d06980%22	http://sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/assets/bullets2.png	C:/Users/HP/Desktop/company_project/sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/assets/bullets2.png	(from http://sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/css/settings84bb.css)
